"Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Intrasporangiaceae","Pedococcus","Pedococcus bigeumensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Nesterenkonia","Nesterenkonia rhizosphaerae"
"Bacteria","Bacteria_none","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Oceanimonas","Oceanimonas smirnovii"
"Bacteria","Bacteria_none","Proteobacteria","Gammaproteobacteria","Nevskiales","Steroidobacteraceae","Povalibacter","Povalibacter uvarum"
"Bacteria","Bacteria_none","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium alvei"
"Bacteria","Bacteria_none","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Nitratireductor","Nitratireductor pacificus"
"Bacteria","Bacteria_none","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Helcococcus","Helcococcus kunzii"
"Bacteria","Bacteria_none","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Nitratireductor","Nitratireductor lucknowense"
"Bacteria","Bacteria_none","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium mercantei"
"Bacteria","Bacteria_none","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia nematodiphila"
"Bacteria","Bacteria_none","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium murdochi"
"Bacteria","Bacteria_none","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium paxllaeri"
"Bacteria","Bacteria_none","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium viridifuturi"
"Bacteria","Bacteria_none","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter cancerogenus"
"Bacteria","Bacteria_none","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Aquamicrobium","Aquamicrobium ahrensii"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Glutamicibacter","Glutamicibacter endophyticus"
"Bacteria","Bacteria_none","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Aquamicrobium","Aquamicrobium zhengzhouense"
"Bacteria","Bacteria_none","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Chelativorans","Chelativorans multitrophicus"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium auriscanis"
"Bacteria","Bacteria_none","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus pacaensis"
"Bacteria","Bacteria_none","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium amorphae"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Sanguibacteraceae","Sanguibacter","Sanguibacter suarezii"
"Bacteria","Bacteria_none","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cedecea","Cedecea lapagei"
"Bacteria","Bacteria_none","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium australicum"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium confusum"
"Bacteria","Bacteria_none","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus nagyae"
"Bacteria","Bacteria_none","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium chacoense"
"Bacteria","Bacteria_none","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium comanense"
"Bacteria","Bacteria_none","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Nitratireductor","Nitratireductor arenosus"
"Bacteria","Bacteria_none","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus paralicheniformis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micromonosporales","Micromonosporaceae","Micromonospora","'Micromonospora endophytica' Thanaboripat et al. 2015"
"Bacteria","Bacteria_none","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Gallalistipes","Gallalistipes aquisgranensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus graminis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus granivorans"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus illinoisensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus lautus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus odorifer"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus oryzisoli"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus peoriae"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus polymyxa"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus psychroresistens"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus rhizosphaerae"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus senegalensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus seodonensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus silvae"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus silvestris"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus swuensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus tyrfis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus vini"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus ginsengarvi"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus favisporus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus chinjuensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Oxalophagus","Oxalophagus oxalicus"
"Bacteria","Bacteria_none","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes megaguti"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus olei"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus","Brevibacillus fluminis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus","Brevibacillus ginsengisoli"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus","Brevibacillus invocatus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus","Brevibacillus reuszeri"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Cohnella","Cohnella panacarvi"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","'Paenibacillus cucumis' Ahn et al. 2014"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus cavernae"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus alba"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus allorhizosphaerae"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus antri"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus barcinonensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus bouchesdurhonensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus bovis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus catalpae"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Planococcaceae","Bhargavaea","Bhargavaea ullalensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Planococcaceae","Chryseomicrobium","Chryseomicrobium palamuruense"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Planococcaceae","Kurthia","Kurthia gibsonii"
"Bacteria","Bacteria_none","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides graminisolvens"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Macrococcus","Macrococcus goetzii"
"Bacteria","Bacteria_none","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides rodentium"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium peregrinum"
"Bacteria","Bacteria_none","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides ovatus"
"Bacteria","Bacteria_none","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides koreensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium iranicum"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium insubricum"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium houstonense"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Macrococcus","Macrococcus carouselicus"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium farcinogenes"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus","Salinicoccus roseus"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium fallax"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus agnetis"
"Bacteria","Bacteria_none","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides eggerthii"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium confluentis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium brumae"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Macrococcus","Macrococcus equipercicus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Macrococcus","Macrococcus canis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Planococcaceae","Kurthia","Kurthia huakuii"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina","Sporosarcina terrae"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Planococcaceae","Kurthia","Kurthia zopfii"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planomicrobium","Planomicrobium soli"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Planococcaceae","Savagea","Savagea faecisuis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Planococcaceae","Solibacillus","Solibacillus isronensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina","Sporosarcina beigongshangi"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina","Sporosarcina globispora"
"Bacteria","Bacteria_none","Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas","Butyricimonas virosa"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Planococcaceae","Ureibacillus","Ureibacillus acetophenoni"
"Bacteria","Bacteria_none","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides xylanisolvens"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Planococcaceae","Ureibacillus","Ureibacillus manganicus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Planococcaceae","Ureibacillus","Ureibacillus massiliensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Pullulanibacillus","Pullulanibacillus naganoensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Prescottella","Prescottella equi"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia niigatensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia mikamii"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia inohanensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria fleischmannii"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus wratislaviensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora andamanensis"
"Bacteria","Bacteria_none","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea flava"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Cytobacillus","Cytobacillus solani"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Desertibacillus","Desertibacillus haloalkaliphilus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Ectobacillus","Ectobacillus panaciterrae"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Edaphobacillus","Edaphobacillus lindanitolerans"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Fermentibacillus","Fermentibacillus polygoni"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus massiliglaciei"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","Geobacillus kaustophilus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Gottfriedia","Gottfriedia endophyticus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Gottfriedia","Gottfriedia luciferensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus infernus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cytotoxicus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus coahuilensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cihuensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lysinibacillus","Lysinibacillus alkaliphilus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lysinibacillus","Lysinibacillus odysseyi"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lysinibacillus","Lysinibacillus pakistanensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lysinibacillus","Lysinibacillus xylanilyticus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Cytobacillus","Cytobacillus purgationiresistens"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Cytobacillus","Cytobacillus oceanisediminis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Cytobacillus","Cytobacillus kochii"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus thuringiensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pseudomycoides"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus rugosus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus sanguinis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus sonorensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus stratosphericus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus nematocida"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus swezeyi"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus toyonensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Cytobacillus","Cytobacillus firmus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus tropicus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus nakamurai"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus wiedmannii"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus zhangzhouensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus mojavensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus massilionigeriensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Compostibacillus","Compostibacillus humi"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Margalitia","Margalitia camelliae"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Mesobacillus","Mesobacillus jeotgali"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Mesobacillus","Mesobacillus thioparans"
"Bacteria","Bacteria_none","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Parapedobacter","Parapedobacter lycopersici"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Geodermatophilales","Geodermatophilaceae","Cumulibacter","Cumulibacter manganitolerans"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Geodermatophilales","Geodermatophilaceae","Blastococcus","Blastococcus tunisiensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Robertmurraya","Robertmurraya crescens"
"Bacteria","Bacteria_none","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","Sphaerobacter","Sphaerobacter thermophilus"
"Bacteria","Bacteria_none","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Dictyobacteraceae","Dictyobacter","Dictyobacter arantiisoli"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Virgibacillus","Virgibacillus ainsalahensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Tsukamurellaceae","Tsukamurella","Tsukamurella tyrosinosolvens"
"Bacteria","Bacteria_none","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Kaistella","Kaistella treverensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Peribacillus","Peribacillus frigoritolerans"
"Bacteria","Bacteria_none","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Myroides","Myroides aquimaris"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Virgibacillus","Virgibacillus ihumii"
"Bacteria","Bacteria_none","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gelidibacter","Gelidibacter pelagius"
"Bacteria","Bacteria_none","Bacteroidota","Flavobacteriia","Flavobacteriales","Crocinitomicaceae","Brumimicrobium","Brumimicrobium aurantiacum"
"Bacteria","Bacteria_none","Bacteroidota","Cytophagia","Cytophagales","Hymenobacteraceae","Pontibacter","Pontibacter virosus"
"Bacteria","Bacteria_none","Bacteroidota","Cytophagia","Cytophagales","Hymenobacteraceae","Pontibacter","Pontibacter flavimaris"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus zopfii"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Peribacillus","Peribacillus loiseleuriae"
"Bacteria","Bacteria_none","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus aerolatus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cabrialesii"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Glycomycetales","Glycomycetaceae","Glycomyces","Glycomyces tenuis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Neobacillus","Neobacillus piezotolerans"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus badius"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Niallia","Niallia nealsonii"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus","Oceanobacillus aidingensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus","Oceanobacillus arenosus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus andreraoultii"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Aquibacillus","Aquibacillus salifodinae"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Amphibacillus","Amphibacillus xylanus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Paraliobacillus","Paraliobacillus ryukyuensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus","Oceanobacillus manasiensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus","Oceanobacillus neutriphilus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Alkalihalobacterium","Alkalihalobacterium elongatum"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus","Oceanobacillus piezotolerans"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Alkalihalobacillus","Alkalihalobacillus rhizosphaerae"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Effusibacillus","Effusibacillus consociatus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Alicyclobacillus","Alicyclobacillus sacchari"
"Bacteria","Bacteria_none","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","Solirubrobacter soli"
"Bacteria","Bacteria_none","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","Solirubrobacter ginsenosidimutans"
"Bacteria","Bacteria_none","Actinobacteria","Rubrobacteria","Rubrobacterales","Baekduiaceae","Baekduia","Baekduia soli"
"Bacteria","Bacteria_none","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Thermophilibacter","Thermophilibacter provencensis"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Alkaliphilus","Alkaliphilus halophilus"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","Pseudonocardia ammonioxydans"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium carboxidivorans"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","Pseudonocardia adelaidensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","Pseudonocardia acaciae"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium hydrogenum"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium kogasense"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Prauserella","Prauserella flavalba"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium pascui"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Goodfellowiella","Goodfellowiella coeruleoviolacea"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium polyendosporum"
